condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",3,Tell Her About It,Billy Joel,1983,"This upbeat song from Rina's early 20s encourages communication and expression, resonating with her role as a mother and community volunteer.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",4,Overkill,Men At Work,1983,"This song was popular during Rina's early adulthood, a period of significant life changes, including career and family development.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",5,Down Under,Men At Work,1983,"A global hit during Rina's early adult years, it reflects the multicultural environment of Queens, New York, where she lived.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",6,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,This duet from a popular film of the time may evoke memories of family movie nights with her young children.,,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",7,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"A romantic ballad from the year Rina became a mother, it might remind her of the emotional depth and love she felt during that period.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",8,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,1981,This theme song from a popular TV show of the early 80s may bring back memories of leisure time and cultural references from her early career days.,,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",9,Brand New Key,Melanie,1972,"A playful and nostalgic song from Rina's teenage years, it may evoke memories of her youth and carefree times.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",10,"Betcha By Golly, Wow","The Stylistics Featuring Russell Thompkins, Jr.",1972,"A soulful classic from Rina's teenage years, it connects to her cultural background and the rich musical heritage of the era.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,1,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"This song is from the year Giuseppe joined his family’s carpentry business and is close to the time he got married, making it a significant period in his life.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,2,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,"Released around the time Giuseppe got married, this song can evoke memories of his wedding and early married life.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,3,Can't You Hear My Heartbeat,Herman's Hermits,1965,"This song was popular during the year Giuseppe expanded the family business, a pivotal moment in his career.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,4,Keep On Dancing,The Gentrys,1965,"This upbeat song coincides with the year Giuseppe expanded his business, reflecting a time of growth and success.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,5,Do You Want To Know A Secret,The Beatles,1964,"The Beatles were globally influential, and this song's release coincides with Giuseppe's active years in the community and church.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,6,Saturday In The Park,Chicago,1972,"This song was released when Giuseppe became active in local church activities, capturing a sense of community and leisure.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,7,Hurting Each Other,Carpenters,1972,"The Carpenters were popular during Giuseppe's active church years, and their music often evokes nostalgic feelings.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,8,We're An American Band,Grand Funk,1973,"This song reflects the American cultural landscape during Giuseppe's retirement years, when he was enjoying gardening.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,9,Boogie On Reggae Woman,Stevie Wonder,1975,"Stevie Wonder's music was influential during Giuseppe's later years, adding a familiar and comforting sound.",,,
C_bm25_k30,C,bm25,30,P163,Giuseppe Romano,Male,1939,Italian American,"Providence, RI",1957: Joined his family’s carpentry business | 1961: Married a local girl from his community | 1965: Expanded the family business with his brothers | 1972: Became active in local church activities | 1984: Retired and focused on gardening,10,New Kid In Town,Eagles,1977,"This song captures the essence of change and new beginnings, aligning with Giuseppe's transition into retirement.",,,
C_bm25_k30,C,bm25,30,P034,Li Wei,Female,1955,Chinese American,"Seattle, Washington",1971: Started work as a cashier in the family grocery store | 1976: Married and had first child | 1979: Opened a small clothing alteration business | 1983: Became active in local Chinese cultural association | 1990: Expanded business to include tailoring services,1,Theme From Shaft,Isaac Hayes,1972,"This song was a major hit during Li Wei's early adulthood, a time when she was starting her career and family. Its popularity and distinctive style might evoke memories from that era.",,,
C_bm25_k30,C,bm25,30,P034,Li Wei,Female,1955,Chinese American,"Seattle, Washington",1971: Started work as a cashier in the family grocery store | 1976: Married and had first child | 1979: Opened a small clothing alteration business | 1983: Became active in local Chinese cultural association | 1990: Expanded business to include tailoring services,2,"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,1972,"Released during Li Wei's early adulthood, this song's soulful sound might resonate with her experiences and the cultural backdrop of the early 1970s.",,,
C_bm25_k30,C,bm25,30,P034,Li Wei,Female,1955,Chinese American,"Seattle, Washington",1971: Started work as a cashier in the family grocery store | 1976: Married and had first child | 1979: Opened a small clothing alteration business | 1983: Became active in local Chinese cultural association | 1990: Expanded business to include tailoring services,3,We're An American Band,Grand Funk,1973,"This song was popular around the time Li Wei was expanding her business and becoming more active in her community, potentially linking to her achievements and social engagements.",,,
